work_id,state,mp_name,work_category,work_description,cost_estimate,implementing_agency,sanction_date,completion_days,payment_released_pct,status,is_synthetic_anomaly,anomaly_type,cost_ratio,completion_days_filled,completion_speed_ratio,vendor_concentration,expected_payment,payment_mismatch,iso_flag,iso_score,lof_flag,lof_score,risk_level,risk_score
W005243,Tamil Nadu,Kani K Navas,Playground development,Playground development at Kollam ward 19,469226.41,Andra Ltd Works Dept,2023-11-03,,0.955,In Progress,False,,0.3718526479716092,178.0,1.0,1.0906040268456376,0.5,0.45499999999999996,1,-0.10377087379995797,1,1.0147709619400882,Low,38.4
W005244,Tamil Nadu,Kani K Navas,Playground development,Playground development at Gaya ward 6,413943.64,"Comar, Bajaj and Dave Works Dept",2023-05-25,160.0,0.981,Completed,False,,0.32804214631697004,160.0,0.898876404494382,0.8724832214765101,1.0,-0.019000000000000017,1,-0.08511212285783526,1,1.0242664094276972,Low,52.6
W005245,Tamil Nadu,Kani K Navas,Drinking water supply,Drinking water supply at Mysore ward 16,1053143.85,"Comar, Bajaj and Dave Works Dept",2023-10-30,,0.797,In Progress,False,,1.1114462466486967,178.0,1.0,0.8724832214765101,0.5,0.29700000000000004,1,-0.14155112490008387,1,0.9849106502240718,Low,6.2
W005246,Tamil Nadu,Kani K Navas,Health sub-centre upgrade,Health sub-centre upgrade at Bhiwani ward 6,1191546.98,"Comar, Bajaj and Dave Works Dept",2024-08-18,149.0,0.703,Completed,False,,0.6577109071588513,149.0,0.8370786516853933,0.8724832214765101,1.0,-0.29700000000000004,1,-0.07889696907211191,1,1.074961128289086,Low,69.7
W005247,Tamil Nadu,Kani K Navas,Health sub-centre upgrade,Health sub-centre upgrade at Bhagalpur ward 7,1165131.4,Khalsa Inc Works Dept,2023-11-14,,0.9892749004520351,Sanctioned,True,premature_payment,0.6431300174612187,178.0,1.0,0.8724832214765101,0.1,0.8892749004520352,1,-0.04768754822968102,1,1.0701391683009303,Low,79.5
W005248,Tamil Nadu,Kani K Navas,Drinking water supply,Drinking water supply at Vijayawada ward 17,1034599.46,Prakash Inc Works Dept,2023-12-04,79.0,0.75,Completed,False,,1.091875233000476,79.0,0.4438202247191011,1.9630872483221478,1.0,-0.25,1,-0.06345154698521976,1,0.9922310891152295,Low,43.6
W005249,Tamil Nadu,Kani K Navas,Street lighting,Street lighting at Pondicherry ward 2,3246187.4706555614,Prakash Inc Works Dept,2024-11-13,,0.877,In Progress,True,cost_inflation,6.5100586041009585,178.0,1.0,1.9630872483221478,0.5,0.377,-1,0.08443928085272767,1,1.0702853667114363,Medium,88.8
W005250,Tamil Nadu,Kani K Navas,Playground development,Playground development at Fatehpur ward 6,817258.38,Andra Ltd Works Dept,2023-05-28,122.0,0.711,Completed,False,,0.6476610996384191,122.0,0.6853932584269663,1.0906040268456376,1.0,-0.28900000000000003,1,-0.07300860290764949,1,1.0400903582151728,Low,64.0
W005251,Tamil Nadu,Kani K Navas,Drainage system,Drainage system at Shimla ward 11,574507.76,Andra Ltd Works Dept,2024-01-28,155.0,0.708,Completed,False,,0.4172741024824936,155.0,0.8707865168539326,1.0906040268456376,1.0,-0.29200000000000004,1,-0.07624073933442488,1,1.0041391956640378,Low,45.5
W005252,Tamil Nadu,Kani K Navas,Community hall construction,Community hall construction at Nandyal ward 8,4826061.0,Andra Ltd Works Dept,2024-03-15,237.0,0.795,Completed,False,,1.2895067710166748,237.0,1.3314606741573034,1.0906040268456376,1.0,-0.20499999999999996,1,-0.033639469567154356,1,0.9885172869605772,Low,49.1
W005253,Tamil Nadu,Kani K Navas,Playground development,Playground development at Guntakal ward 5,1514820.26,Khalsa Inc Works Dept,2024-10-13,,0.83,In Progress,False,,1.2004650907906944,178.0,1.0,0.8724832214765101,0.5,0.32999999999999996,1,-0.1375399677667813,1,0.9958439021026836,Low,12.9
W005254,Tamil Nadu,Kani K Navas,Street lighting,Street lighting at Mango ward 5,444448.77,Prakash Inc Works Dept,2023-11-10,,0.854,In Progress,False,,0.891318682416168,178.0,1.0,1.9630872483221478,0.5,0.354,1,-0.12263939079261221,1,1.03980516488095,Low,40.2
W005255,Tamil Nadu,Kani K Navas,Drainage system,Drainage system at Guna ward 3,1926062.91,Andra Ltd Works Dept,2023-07-18,,0.782,In Progress,False,,1.3989300546524728,178.0,1.0,1.0906040268456376,0.5,0.28200000000000003,1,-0.12717257969723117,1,1.0114434899542737,Low,25.8
W005256,Tamil Nadu,Kanimozhi Karunanidhi,Drainage system,Drainage system at Ghaziabad ward 9,743174.7,Grover LLC Works Dept,2024-10-23,,0.867,In Progress,False,,0.539779577442429,178.0,1.0,1.5268456375838928,0.5,0.367,1,-0.13200904224942972,1,0.9759581651079839,Low,6.0
W005257,Tamil Nadu,Kanimozhi Karunanidhi,Health sub-centre upgrade,Health sub-centre upgrade at Guna ward 6,1384746.3,Lall and Sons Works Dept,2023-10-01,,0.833,Sanctioned,False,,0.7643531983588787,178.0,1.0,3.708053691275168,0.1,0.733,-1,0.05034268899585892,-1,1.2262977652911398,High,97.2
W005258,Tamil Nadu,Kanimozhi Karunanidhi,Health sub-centre upgrade,Health sub-centre upgrade at Bellary ward 13,2152672.1,Lall and Sons Works Dept,2023-05-09,,0.848,In Progress,False,,1.1882334003368877,178.0,1.0,3.708053691275168,0.5,0.348,-1,0.0030904603933449293,1,1.0596625103063735,Medium,84.5
W005259,Tamil Nadu,Kanimozhi Karunanidhi,Playground development,Playground development at Chandrapur ward 4,1268390.34,Lall and Sons Works Dept,2024-12-03,126.0,0.863,Completed,False,,1.0051742539185078,126.0,0.7078651685393258,3.708053691275168,1.0,-0.137,-1,0.011222472522396498,1,0.9870898343011465,Medium,53.2
W005260,Tamil Nadu,Kanimozhi Karunanidhi,Library development,Library development at New Delhi ward 11,817857.46,Grover LLC Works Dept,2023-12-14,141.0,0.912,Completed,False,,1.3938750958360275,141.0,0.7921348314606742,1.5268456375838928,1.0,-0.08799999999999997,1,-0.1199071280199076,1,1.005685983127693,Low,25.3
W005261,Tamil Nadu,Kanimozhi Karunanidhi,Community hall construction,Community hall construction at Chandrapur ward 16,3903854.51,Gaba Group Works Dept,2023-05-24,214.0,0.904,Completed,False,,1.0430963934581396,214.0,1.202247191011236,0.8724832214765101,1.0,-0.09599999999999997,1,-0.0722869079725294,1,1.0278024474659622,Low,59.5
W005262,Tamil Nadu,Kanimozhi Karunanidhi,Health sub-centre upgrade,Health sub-centre upgrade at Nanded ward 20,2696543.05,Buch and Sons Works Dept,2024-09-15,,0.83,In Progress,False,,1.4884396548161245,178.0,1.0,0.8724832214765101,0.5,0.32999999999999996,1,-0.10040304628355973,1,1.0155946975047954,Low,40.5
W005263,Tamil Nadu,Kanimozhi Karunanidhi,Playground development,Playground development at Ghaziabad ward 12,977868.3,Gaba Group Works Dept,2024-06-12,,0.929,In Progress,False,,0.7749412841500034,178.0,1.0,0.8724832214765101,0.5,0.42900000000000005,1,-0.12966159738849603,1,1.0723807629710316,Low,45.4
W005264,Tamil Nadu,Kanimozhi Karunanidhi,Library development,Library development at Kumbakonam ward 2,707787.69,Gaba Group Works Dept,2024-07-19,,0.721,In Progress,False,,1.2062831024740064,178.0,1.0,0.8724832214765101,0.5,0.22099999999999997,1,-0.1337572316407794,1,1.0172903315253514,Low,26.6
W005265,Tamil Nadu,Kanimozhi Karunanidhi,Playground development,Playground development at Allahabad ward 4,1648956.82,Grover LLC Works Dept,2024-12-10,281.0,0.709,Completed,False,,1.3067656611822942,281.0,1.5786516853932584,1.5268456375838928,1.0,-0.29100000000000004,1,-0.054410793622677034,1,1.0193997891277702,Low,61.8
W005266,Tamil Nadu,Kanimozhi Karunanidhi,Public toilet construction,Public toilet construction at Vijayawada ward 11,399358.54,Buch and Sons Works Dept,2025-01-11,,0.928,In Progress,False,,1.24960608211437,178.0,1.0,0.8724832214765101,0.5,0.42800000000000005,1,-0.11473323491557713,1,1.0160605037930759,Low,33.7
W005267,Tamil Nadu,Kanimozhi Karunanidhi,Health sub-centre upgrade,Health sub-centre upgrade at Ahmedabad ward 7,2887466.6,Lall and Sons Works Dept,2024-05-15,190.0,0.716,Completed,False,,1.5938257649537948,190.0,1.0674157303370786,3.708053691275168,1.0,-0.28400000000000003,-1,0.05788225222935739,-1,1.2635128395833688,High,97.7
W005268,Tamil Nadu,Kanimozhi Karunanidhi,Playground development,Playground development at Imphal ward 15,1235599.61,Buch and Sons Works Dept,2024-07-25,,0.828,Sanctioned,False,,0.9791882490399203,178.0,1.0,0.8724832214765101,0.1,0.728,1,-0.09303471877792058,1,1.0462844185457223,Low,56.6
W005269,Tamil Nadu,Kanimozhi Karunanidhi,Public toilet construction,Public toilet construction at Medininagar ward 8,232253.18,"Gulati, Dasgupta and Borra Works Dept",2025-03-10,94.0,0.727,Completed,False,,0.7267278829655266,94.0,0.5280898876404494,0.21812080536912754,1.0,-0.273,-1,0.0009703720219813583,-1,1.141602110316635,High,93.5
W005270,Tamil Nadu,Kanimozhi Karunanidhi,Road construction,Road construction at Jehanabad ward 5,2600493.18,Lall and Sons Works Dept,2025-03-24,295.0,0.844,Completed,False,,0.9946608850396047,295.0,1.6573033707865168,3.708053691275168,1.0,-0.15600000000000003,-1,0.07398275862380344,1,1.1013664519204558,Medium,92.9
W005271,Tamil Nadu,Kanimozhi Karunanidhi,School building repair,School building repair at Imphal ward 17,304554.46,Lall and Sons Works Dept,2024-01-02,,0.884,In Progress,False,,0.4808182230137561,178.0,1.0,3.708053691275168,0.5,0.384,-1,0.0196201252477608,1,1.12169713940971,Medium,93.2
W005272,Tamil Nadu,Kanimozhi Karunanidhi,Road construction,Road construction at Secunderabad ward 6,3161449.98,Lall and Sons Works Dept,2024-05-26,,0.995183854696666,Sanctioned,True,premature_payment,1.2092208736787537,178.0,1.0,3.708053691275168,0.1,0.8951838546966661,-1,0.09067671483633033,-1,1.171413985524804,High,96.7
W005273,Tamil Nadu,Kanimozhi Karunanidhi,Health sub-centre upgrade,Health sub-centre upgrade at Uluberia ward 4,2772895.65,Gaba Group Works Dept,2024-02-15,,0.823,Sanctioned,False,,1.530584814556227,178.0,1.0,0.8724832214765101,0.1,0.723,1,-0.04059648549004219,1,1.0434797911872422,Low,74.7
W005274,Tamil Nadu,Kanimozhi Karunanidhi,Drinking water supply,Drinking water supply at Dewas ward 9,1443687.32,Lall and Sons Works Dept,2025-01-24,262.0,0.96,Completed,False,,1.5236103340947353,262.0,1.4719101123595506,3.708053691275168,1.0,-0.040000000000000036,-1,0.0425399772656091,1,1.0713453141139468,Medium,88.3
W005275,Tamil Nadu,Kanimozhi Karunanidhi,Street lighting,Street lighting at Satara ward 5,342726.02,Buch and Sons Works Dept,2024-10-18,,0.748,In Progress,False,,0.687319045963694,178.0,1.0,0.8724832214765101,0.5,0.248,1,-0.1284878860093469,1,1.0037652802586525,Low,20.6
W005276,Uttar Pradesh,KANWAR SINGH TANWAR,Street lighting,Street lighting at Gurgaon ward 12,433003.11,"Gupta, Kari and Garde Works Dept",2023-12-07,,0.821,In Progress,False,,0.9750004914372491,178.0,1.0,1.517241379310345,0.5,0.32099999999999995,1,-0.1422171439598227,1,0.977266709983646,Low,3.3
W005277,Uttar Pradesh,KANWAR SINGH TANWAR,Playground development,Playground development at Kolhapur ward 3,1206007.03,"Gupta, Kari and Garde Works Dept",2024-02-10,172.0,0.875,Completed,False,,1.0923722131005045,172.0,0.9662921348314607,1.517241379310345,1.0,-0.125,1,-0.1369273728319838,1,0.9882829991242993,Low,8.9
W005278,Uttar Pradesh,KANWAR SINGH TANWAR,Library development,Library development at Eluru ward 11,824990.89,Sheth-Shetty Works Dept,2024-06-10,228.0,0.853,Completed,False,,1.172858572948024,228.0,1.2808988764044944,0.43349753694581283,1.0,-0.14700000000000002,1,-0.08126865206303957,1,1.0134535854101745,Low,48.9
W005279,Uttar Pradesh,KANWAR SINGH TANWAR,Street lighting,Street lighting at Silchar ward 10,218134.72,"Gupta, Kari and Garde Works Dept",2023-04-09,,0.957,In Progress,False,,0.49117767121701905,178.0,1.0,1.517241379310345,0.5,0.45699999999999996,1,-0.10138657418392916,1,1.0366042884350946,Low,49.1
W005280,Uttar Pradesh,KANWAR SINGH TANWAR,Street lighting,Street lighting at Kanpur ward 18,351346.98,Dua-Dhar Works Dept,2024-08-19,149.0,0.991,Completed,False,,0.7911339901576996,149.0,0.8370786516853933,0.6502463054187193,1.0,-0.009000000000000008,1,-0.09689977640172703,1,1.0310340149092425,Low,49.2
W005281,Uttar Pradesh,KANWAR SINGH TANWAR,Drinking water supply,Drinking water supply at Malegaon ward 10,441432.13,Pandit Group Works Dept,2023-10-15,179.0,0.987,Completed,False,,0.4307850576010116,179.0,1.0056179775280898,1.083743842364532,1.0,-0.013000000000000012,1,-0.12145292026145249,1,1.0139365719430462,Low,29.7
W005282,Uttar Pradesh,KANWAR SINGH TANWAR,Street lighting,Street lighting at Guntakal ward 20,209157.67,"Gupta, Kari and Garde Works Dept",2024-02-27,,0.769,In Progress,False,,0.4709638945500183,178.0,1.0,1.517241379310345,0.5,0.269,1,-0.11381470753098538,1,1.0028951662137067,Low,26.4
W005283,Uttar Pradesh,KANWAR SINGH TANWAR,Library development,Library development at Bellary ward 3,3058074.825734845,"Gupta, Kari and Garde Works Dept",2023-10-01,,0.912,In Progress,True,cost_inflation,4.3475501603171,178.0,1.0,1.517241379310345,0.5,0.41200000000000003,-1,0.021283290956547685,1,1.027442115653264,Medium,75.2
W005284,Uttar Pradesh,KANWAR SINGH TANWAR,Community hall construction,Community hall construction at Pune ward 9,5326344.31,Pandit Group Works Dept,2024-02-20,158.0,0.83,Completed,False,,1.360701351292449,158.0,0.8876404494382022,1.083743842364532,1.0,-0.17000000000000004,1,-0.03670813200881723,1,0.9987167635288612,Low,54.4
W005285,Uttar Pradesh,KANWAR SINGH TANWAR,Playground development,Playground development at Chittoor ward 6,8441036.01431867,Pandit Group Works Dept,2024-11-28,104.0,0.877,Completed,True,cost_inflation,7.645687763380904,104.0,0.5842696629213483,1.083743842364532,1.0,-0.123,-1,0.1658034158862407,1,1.0533441986034475,Medium,85.9
W005286,Uttar Pradesh,KANWAR SINGH TANWAR,Public toilet construction,Public toilet construction at Gopalpur ward 19,352002.85,Sheth-Shetty Works Dept,2024-04-26,242.0,0.954,Completed,False,,1.1660122889743947,242.0,1.3595505617977528,0.43349753694581283,1.0,-0.04600000000000004,1,-0.0672667768473656,1,1.0955315290711147,Low,77.1
W005287,Uttar Pradesh,KANWAR SINGH TANWAR,Playground development,Playground development at Davanagere ward 12,815520.29,Pandit Group Works Dept,2023-09-25,258.0,0.806,Completed,False,,0.7386786990915511,258.0,1.449438202247191,1.083743842364532,1.0,-0.19399999999999995,1,-0.11124259763016414,1,0.9782937020343925,Low,15.5
W005288,Uttar Pradesh,KANWAR SINGH TANWAR,Community hall construction,Community hall construction at Mehsana ward 9,5576783.64,"Gupta, Kari and Garde Works Dept",2024-10-02,158.0,0.97,Completed,False,,1.4246801545605718,158.0,0.8876404494382022,1.517241379310345,1.0,-0.030000000000000027,1,-0.027793523341709425,1,1.0543057230109225,Low,80.0
W005289,Uttar Pradesh,KANWAR SINGH TANWAR,Drinking water supply,Drinking water supply at Kozhikode ward 7,1471779.33,Dua-Dhar Works Dept,2024-12-31,270.0,0.971,Completed,False,,1.436280914690166,270.0,1.5168539325842696,0.6502463054187193,1.0,-0.029000000000000026,1,-0.061040488744708354,1,1.0343833312693482,Low,66.2
W005290,Uttar Pradesh,KANWAR SINGH TANWAR,Road construction,Road construction at Jamalpur ward 10,1207590.52,Pandit Group Works Dept,2024-12-27,263.0,0.947,Completed,False,,0.480206781622005,263.0,1.4775280898876404,1.083743842364532,1.0,-0.05300000000000005,1,-0.08863904839620274,1,1.0291902053682258,Low,52.9
W005291,Uttar Pradesh,KANWAR SINGH TANWAR,Street lighting,Street lighting at Ambattur ward 10,416395.01,"Gupta, Kari and Garde Works Dept",2025-01-29,,0.997,In Progress,False,,0.9376037492710347,178.0,1.0,1.517241379310345,0.5,0.497,1,-0.11280370282619973,1,1.0280448195512715,Low,40.1
W005292,Uttar Pradesh,KANWAR SINGH TANWAR,Health sub-centre upgrade,Health sub-centre upgrade at Morbi ward 7,1733474.31,Shenoy-Nair Works Dept,2024-06-08,232.0,0.866,Completed,False,,0.9062051344048903,232.0,1.303370786516854,0.6502463054187193,1.0,-0.134,1,-0.09957629512268668,1,1.0428295036963573,Low,52.0
W005293,Uttar Pradesh,KANWAR SINGH TANWAR,Health sub-centre upgrade,Health sub-centre upgrade at Bhiwani ward 17,1871459.8,Dua-Dhar Works Dept,2023-10-13,,0.797,In Progress,False,,0.9783395518519966,178.0,1.0,0.6502463054187193,0.5,0.29700000000000004,1,-0.12139384751330068,1,1.0213062712967094,Low,33.3
W005294,Uttar Pradesh,KANWAR SINGH TANWAR,Playground development,Playground development at Kozhikode ward 16,505030.92,Shenoy-Nair Works Dept,2023-11-22,120.0,0.969,Completed,False,,0.4574448821949104,120.0,0.6741573033707865,0.6502463054187193,1.0,-0.031000000000000028,1,-0.07272836043417813,1,1.0645877127731693,Low,70.4
W005295,Uttar Pradesh,KANWAR SINGH TANWAR,Drinking water supply,Drinking water supply at Allahabad ward 20,1263210.98,Shenoy-Nair Works Dept,2024-09-21,157.0,0.742,Completed,False,,1.232743105449824,157.0,0.8820224719101124,0.6502463054187193,1.0,-0.258,1,-0.09338092978722123,1,1.0331190000981252,Low,52.1
W005296,Uttar Pradesh,KARAN BHUSHAN SINGH,Library development,Library development at Sonipat ward 10,843737.79,Sood-Mann Works Dept,2024-06-19,,0.888,In Progress,False,,1.1995103368010762,178.0,1.0,0.43349753694581283,0.5,0.388,1,-0.10329829023721926,1,1.0004699040559184,Low,30.2
W005297,Uttar Pradesh,KARAN BHUSHAN SINGH,Street lighting,Street lighting at Tadipatri ward 13,415943.46,Arya-Morar Works Dept,2023-12-12,,0.776,In Progress,False,,0.9365869864309053,178.0,1.0,1.517241379310345,0.5,0.276,1,-0.140053598266139,1,0.9802565730789656,Low,4.7
W005298,Uttar Pradesh,KARAN BHUSHAN SINGH,School building repair,School building repair at Pudukkottai ward 15,1059728.78,Keer PLC Works Dept,2024-10-19,144.0,0.91,Completed,False,,1.4898992578768289,144.0,0.8089887640449438,1.9507389162561577,1.0,-0.08999999999999997,1,-0.09522573863195466,1,1.0243243031171156,Low,47.5
W005299,Uttar Pradesh,KARAN BHUSHAN SINGH,Community hall construction,Community hall construction at Khora  ward 19,3964829.59,Keer PLC Works Dept,2024-03-14,,0.883,In Progress,False,,1.0128802545919693,178.0,1.0,1.9507389162561577,0.5,0.383,1,-0.06714558315961372,1,1.0335878539990624,Low,63.8
W005300,Uttar Pradesh,KARAN BHUSHAN SINGH,School building repair,School building repair at Bettiah ward 17,291066.18,Arya-Morar Works Dept,2024-10-24,,0.842,Sanctioned,False,,0.4092172391270184,178.0,1.0,1.517241379310345,0.1,0.742,1,-0.05003110183838699,1,1.086052190257261,Low,81.4
W005301,Uttar Pradesh,KARAN BHUSHAN SINGH,Drainage system,Drainage system at Mau ward 16,887400.59,Cherian-Bhavsar Works Dept,2024-12-14,,0.763,In Progress,False,,0.6027114553562772,178.0,1.0,0.21674876847290642,0.5,0.263,1,-0.07954801556272983,-1,1.3528676178876513,Medium,78.2
W005302,Uttar Pradesh,KARAN BHUSHAN SINGH,Community hall construction,Community hall construction at Warangal ward 20,4475867.83,Kalita-Saha Works Dept,2024-11-03,,0.973,In Progress,False,,1.1434332912074552,178.0,1.0,0.8669950738916257,0.5,0.473,1,-0.061975988084707,1,1.034676883057105,Low,66.0
W005303,Uttar Pradesh,KARAN BHUSHAN SINGH,Street lighting,Street lighting at Buxar ward 4,412441.8,Kalita-Saha Works Dept,2024-02-29,113.0,0.762,Completed,False,,0.9287022388575075,113.0,0.6348314606741573,0.8669950738916257,1.0,-0.238,1,-0.08850955384063885,1,0.9917563426545527,Low,33.0
W005304,Uttar Pradesh,KARAN BHUSHAN SINGH,Health sub-centre upgrade,Health sub-centre upgrade at Rajkot ward 4,2156992.65,Arya-Morar Works Dept,2024-03-02,71.0,0.961,Completed,False,,1.1276070277058852,71.0,0.398876404494382,1.517241379310345,1.0,-0.039000000000000035,1,-0.0700140343799987,1,0.9967051834237042,Low,43.8
W005305,Uttar Pradesh,KARAN BHUSHAN SINGH,Library development,Library development at Amroha ward 19,823823.16,Arya-Morar Works Dept,2023-10-24,61.0,0.961,Completed,False,,1.1711984550509784,61.0,0.34269662921348315,1.517241379310345,1.0,-0.039000000000000035,1,-0.074659149686924,1,1.0263364592699136,Low,58.0
W005306,Uttar Pradesh,KARAN BHUSHAN SINGH,Drainage system,Drainage system at Erode ward 15,1573109.34,Sood-Mann Works Dept,2024-01-06,,0.926,In Progress,False,,1.0684363188737038,178.0,1.0,0.43349753694581283,0.5,0.42600000000000005,1,-0.10002366747890068,1,1.0718565163697464,Low,58.7
W005307,Uttar Pradesh,KARAN BHUSHAN SINGH,Street lighting,Street lighting at Bhagalpur ward 13,241041.96,Kalita-Saha Works Dept,2024-01-17,,0.804,In Progress,False,,0.5427582944080881,178.0,1.0,0.8669950738916257,0.5,0.30400000000000005,1,-0.1189872418209913,1,0.967301158789231,Low,10.0
W005308,Uttar Pradesh,KARAN BHUSHAN SINGH,Library development,Library development at Muzaffarpur ward 18,572684.42,Arya-Morar Works Dept,2024-06-18,170.0,0.853,Completed,False,,0.814163937726351,170.0,0.9550561797752809,1.517241379310345,1.0,-0.14700000000000002,1,-0.13413053337177205,1,0.9922981112293788,Low,12.1
W005309,Uttar Pradesh,KARAN BHUSHAN SINGH,Playground development,Playground development at Fatehpur ward 4,1700706.9,Kalita-Saha Works Dept,2023-12-21,176.0,0.962,Completed,False,,1.5404594782406023,176.0,0.9887640449438202,0.8669950738916257,1.0,-0.038000000000000034,1,-0.11708642907700928,1,1.0693915091082256,Low,50.0
W005310,Uttar Pradesh,KARAN BHUSHAN SINGH,Road construction,Road construction at Miryalaguda ward 9,1230481.58,Arya-Morar Works Dept,2024-06-17,209.0,0.752,Completed,False,,0.4893095710762616,209.0,1.1741573033707866,1.517241379310345,1.0,-0.248,1,-0.08000662423304644,1,1.0917440105383716,Low,71.5
W005311,Uttar Pradesh,KARAN BHUSHAN SINGH,Public toilet construction,Public toilet construction at Gangtok ward 7,243056.22,Arya-Morar Works Dept,2023-06-24,80.0,0.787,Completed,False,,0.8051256955211131,80.0,0.449438202247191,1.517241379310345,1.0,-0.21299999999999997,1,-0.07037756337305179,1,0.9880581403429975,Low,38.8
W005312,West Bengal,KARTICK CHANDRA PAUL,Public toilet construction,Public toilet construction at Jodhpur ward 12,345908.38,Bahl-Munshi Works Dept,2023-07-15,7.0,0.971,Completed,True,suspiciously_fast,1.2309317140894247,7.0,0.03932584269662921,1.0809371671991481,1.0,-0.029000000000000026,1,-0.013263399438595669,1,1.0626219006126547,Low,83.8
W005313,West Bengal,KARTICK CHANDRA PAUL,Health sub-centre upgrade,Health sub-centre upgrade at Surendranagar Dudhrej ward 3,2909499.7,"Chandran, Rajagopalan and Divan Works Dept",2024-02-28,,0.896,In Progress,False,,1.4379224048853645,178.0,1.0,1.7294994675186368,0.5,0.396,1,-0.09019702809458136,1,1.002288326417036,Low,38.1
W005314,West Bengal,KARTICK CHANDRA PAUL,Library development,Library development at Jabalpur ward 13,4508519.566474089,Bahl-Munshi Works Dept,2024-06-06,,0.858,In Progress,True,cost_inflation,6.424381906856128,178.0,1.0,1.0809371671991481,0.5,0.358,-1,0.08216748684254349,1,0.9623292187352901,Medium,49.0
W005315,West Bengal,KARTICK CHANDRA PAUL,Street lighting,Street lighting at Pali ward 6,285412.52,Karnik-Khalsa Works Dept,2023-12-24,,0.857,In Progress,False,,0.5544899329230664,178.0,1.0,0.8647497337593184,0.5,0.357,1,-0.11704113304126756,1,1.0176318963305568,Low,33.5
W005316,West Bengal,KARTICK CHANDRA PAUL,Street lighting,Street lighting at Bally ward 12,510803.69,"Chandran, Rajagopalan and Divan Works Dept",2025-03-11,,0.923,Sanctioned,False,,0.992372387185239,178.0,1.0,1.7294994675186368,0.1,0.8230000000000001,1,-0.06457127344199048,1,0.9867500085249297,Low,40.3
W005317,West Bengal,KARTICK CHANDRA PAUL,Health sub-centre upgrade,Health sub-centre upgrade at Bharatpur ward 9,1127719.18,Suresh PLC Works Dept,2024-11-10,192.0,0.81,Completed,False,,0.5573372890675847,192.0,1.0786516853932584,0.8647497337593184,1.0,-0.18999999999999995,1,-0.11216077652801598,1,1.0236576001419884,Low,38.6
W005318,West Bengal,KARTICK CHANDRA PAUL,Road construction,Road construction at Bhalswa Jahangir Pur ward 14,1964887.9,"Chandran, Rajagopalan and Divan Works Dept",2025-01-21,,0.988,In Progress,False,,0.7066343796289327,178.0,1.0,1.7294994675186368,0.5,0.488,1,-0.09443051322911017,1,1.0586270364045085,Low,59.1
W005319,West Bengal,KARTICK CHANDRA PAUL,Community hall construction,Community hall construction at Rajahmundry ward 5,3497752.32,Suresh PLC Works Dept,2024-08-09,10.0,0.927,Completed,True,suspiciously_fast,0.9444942299737463,10.0,0.056179775280898875,0.8647497337593184,1.0,-0.07299999999999995,-1,0.0038008353340197587,-1,1.1526961513381546,High,94.1
W005320,West Bengal,KARTICK CHANDRA PAUL,School building repair,School building repair at Khammam ward 18,950811.38,"Chandran, Rajagopalan and Divan Works Dept",2024-10-26,171.0,0.78,Completed,False,,1.2146181298058152,171.0,0.9606741573033708,1.7294994675186368,1.0,-0.21999999999999997,1,-0.11896427875456056,1,1.011716912743414,Low,29.4
W005321,West Bengal,KARTICK CHANDRA PAUL,School building repair,School building repair at Udupi ward 10,771869.69,Hayer-Datta Works Dept,2024-03-05,265.0,0.968,Completed,False,,0.986028290197362,265.0,1.4887640449438202,0.4323748668796592,1.0,-0.03200000000000003,1,-0.0720777073517252,1,1.071106669798754,Low,71.9
W005322,West Bengal,KARTICK CHANDRA PAUL,School building repair,School building repair at Kishanganj ward 8,675197.72,"Chandran, Rajagopalan and Divan Works Dept",2024-03-04,,0.9741697376379679,Sanctioned,True,premature_payment,0.8625342619642925,178.0,1.0,1.7294994675186368,0.1,0.8741697376379679,1,-0.04997857128625971,1,0.9824963531045661,Low,43.0
W005323,West Bengal,KARTICK CHANDRA PAUL,Drainage system,Drainage system at Darbhanga ward 6,928916.46,Bahl-Munshi Works Dept,2025-03-23,185.0,0.722,Completed,False,,0.583263403452504,185.0,1.0393258426966292,1.0809371671991481,1.0,-0.278,1,-0.10679038328775792,1,1.0231941186329678,Low,41.0
W005324,West Bengal,KARTICK CHANDRA PAUL,Street lighting,Street lighting at Shivpuri ward 14,729445.02,Karnik-Khalsa Works Dept,2024-09-08,262.0,0.954,Completed,False,,1.4171414772234407,262.0,1.4719101123595506,0.8647497337593184,1.0,-0.04600000000000004,1,-0.0868920475249208,1,1.010580728992757,Low,44.6
W005325,West Bengal,KARTICK CHANDRA PAUL,Library development,Library development at Mahbubnagar ward 14,994812.91,"Chandran, Rajagopalan and Divan Works Dept",2025-01-22,,0.904,In Progress,False,,1.4175513636972088,178.0,1.0,1.7294994675186368,0.5,0.404,1,-0.12024344019078126,1,0.982866003928528,Low,13.0
W005326,West Bengal,KARTICK CHANDRA PAUL,Road construction,Road construction at Maheshtala ward 17,3797401.37,Suresh PLC Works Dept,2025-02-16,158.0,0.948,Completed,False,,1.3656628254935101,158.0,0.8876404494382022,0.8647497337593184,1.0,-0.052000000000000046,1,-0.07385974482413354,1,1.0827771072456174,Low,73.1
W005327,West Bengal,KARTICK CHANDRA PAUL,Community hall construction,Community hall construction at Sagar ward 1,5299918.5,Hayer-Datta Works Dept,2023-04-20,,0.871,In Progress,False,,1.4311311907245372,178.0,1.0,0.4323748668796592,0.5,0.371,1,-0.011277680479960805,1,1.1185006272082254,Low,91.1
